num_id,source,a3_lbl,brand,amManu,country,countai,ai1,ai2,ai3,has_ml,ai1_mg,ai1_ml,ai2_mg,ai2_ml,ai3_mg,ai3_ml,strength_lbl,fdc,salt,salt_name,packtype,packsize,NAFDAC_REGNO,a3,ai1_no,ai2_no,ai3_no,gname_no,gname,amBrand,natapp,qaact,ID2,DateofWHOprequalification,RefNo,GlobalFundQAStandard,WHOPrequalificationSRA,Manufacturingsite,ID4,source5,amBrand_BEN,AMM23,AMM24,LaboratoireFabricant,originalorder,CMR24_ID,GB_ID,CHECK
NGA-1050,NAFDAC,LIQUID INJ.,A-B ARTEETHER,MAKCUR LABORATORIES LTD,INDIA,1,ARTEETHER,.,.,1,150,2,.,.,.,.,150mg/ 2ml,N/A,UNKNOWN,.,.,.,,6,63,.,.,63,ARTEETHER,A-B ARTEETHER | LIQUID INJ. | ARTEETHER | 150mg/ 2ml | MAKCUR LABORATORIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-0947,NAFDAC,LIQUID INJ.,ARH-A ARTEMETHER,LINCOLN,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,B4-1240,6,61,.,.,31,ARTEMETHER,ARH-A ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | LINCOLN,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
136,BEN AWL DATA,LIQUID INJ.,ARMETHAR,CIRON DRUGS & PHARMA PVT LTD,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,1,,6,61,.,.,31,ARTEMETHER,ARMETHAR | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | CIRON DRUGS & PHARMA PVT LTD,999*,0,.,.,.,.,.,.,21,BEN - SEARCH,ARMETHAR,,,,,.,.,5
NGA-1418,NAFDAC,SUSPENSION,ARMETRINEE,SAOKIM PHARMA JOINT STOCK CO,VIETNAM,2,ARTEMETHER,LUMEFANTRINE,.,0,180,.,1080,.,.,.,180/1080mg,N/A,UNKNOWN,.,,,,5,61,74,.,40,AL,ARMETRINEE | SUSPENSION | ARTEMETHER LUMEFANTRINE | 180/1080mg | SAOKIM PHARMA JOINT STOCK CO,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
240326_002,CMR PRODCUT ADDED DURING DATA COLLECTION,POWDER INJ.,ARSUTE-60,FRAKEN INTERNATIONAL,UNITED KINGDOM,1,ARTESUNATE,.,.,0,60,.,.,.,.,.,60mg,N/A,NO,.,vial/ ampoule,,,7,65,.,.,32,ARTESUNATE,ARSUTE-60 | POWDER INJ. | ARTESUNATE | 60mg | FRAKEN INTERNATIONAL,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-1480,NAFDAC,SUSPENSION,ARTDIMARIA,SHANDONG YIKANG PHARMA CO LTD,CHINA,2,ARTEMETHER,LUMEFANTRINE,.,0,180,.,1080,.,.,.,180/1080mg,N/A,UNKNOWN,.,,,,5,61,74,.,40,AL,ARTDIMARIA | SUSPENSION | ARTEMETHER LUMEFANTRINE | 180/1080mg | SHANDONG YIKANG PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-0796,NAFDAC,LIQUID INJ.,ARTDONE,JIANGSU RUINIAN QIANJIN PHARMA CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,ARTDONE | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | JIANGSU RUINIAN QIANJIN PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-1581,NAFDAC,LIQUID INJ.,ARTEBETA,SWISS PARENTERALS PVT LTD,INDIA,1,ARTEETHER,.,.,1,75,1,.,.,.,.,75mg/ 1ml,N/A,UNKNOWN,.,,,,6,63,.,.,63,ARTEETHER,ARTEBETA | LIQUID INJ. | ARTEETHER | 75mg/ 1ml | SWISS PARENTERALS PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
528,"WHO, GF, CMR",SUPPOSITORY,ARTECAP,STRIDES PHARMA,INDIA; SINGAPORE; KENYA,1,ARTESUNATE,.,.,0,100,.,.,.,.,.,100mg,N/A,UNKNOWN,.,BLISTER PLAQUETTE,"2X1 , 1X6",,2,65,.,.,32,ARTESUNATE,ARTECAP | SUPPOSITORY | ARTESUNATE | 100mg | STRIDES PHARMA,999*,1,MA123,19-JUN-18,M33,A,MA123,"STRIDES SHASUN LTD- 36/7,
SURAGAJAKKANAHALLI INDLAVADI CROSS, ANEKAL TALUK BANGALORE",.,.,.,4941801,,,,.,.,4
424,BEN AWL DATA,SUSPENSION,ARTECOM,ODYPHARM,CHINA,3,DIHYDROARTEMISININ,PIPERAQUINE,TRIMETHOPRIM,0,10.7,5,107,5,30,5,10.7mg/5ml - 107mg/5ml - 30mg/5ml,N/A,YES,PHOSPHATE,bottle,60,,5,71,77,88,56,DHA-PPQ-TRIM,ARTECOM | SUSPENSION | DIHYDROARTEMISININ PIPERAQUINE TRIMETHOPRIM | 10.7mg/5ml - 107mg/5ml - 30mg/5ml | ODYPHARM,999*,0,.,.,.,.,.,.,44,BEN - MANUAL,ARTECOM SUSPENSION,,,,,.,.,5
546,BEN AWL DATA,SUSPENSION,ARTECOM,TONGHE PHARMA CO LTD,CHINA,3,DIHYDROARTEMISININ,PIPERAQUINE,TRIMETHOPRIM,0,10.7,5,107,5,30,5,10.7mg/5ml - 107mg/5ml - 30mg/5ml,N/A,YES,PHOSPHATE,bottle,60,,5,71,77,88,56,DHA-PPQ-TRIM,ARTECOM | SUSPENSION | DIHYDROARTEMISININ PIPERAQUINE TRIMETHOPRIM | 10.7mg/5ml - 107mg/5ml - 30mg/5ml | TONGHE PHARMA CO LTD,999*,0,.,.,.,.,.,.,47,BEN - SEARCH,ARTECOM SUSPENSION,,,,,.,.,5
426,CMR24,SUSPENSION - POWDER,ARTECOM SP,ODYPHARM,CHINA,3,DIHYDROARTEMISININ,PIPERAQUINE,TRIMETHOPRIM,0,128,.,1280,.,360,.,128mg-1280mg-360mg,N/A,,,,FL/60 ML,,5,71,77,88,56,DHA-PPQ-TRIM,ARTECOM SP | SUSPENSION - POWDER | DIHYDROARTEMISININ PIPERAQUINE TRIMETHOPRIM | 128mg-1280mg-360mg | ODYPHARM,999*,0,.,.,.,.,.,.,.,.,.,,7591602,"TONGHE PHARMACEUTICAL , BAISHATUO,MINGSHAN TOWN, FENGDU COUNTRY ,CHONGQING ,CHINA",307,.,.,5
240329_006,CMR PRODCUT ADDED DURING DATA COLLECTION,POWDER INJ.,ARTECURE,UNIPEX PHARMA PVT LDT,INDIA,1,ARTESUNATE,.,.,0,60,.,.,.,.,.,60mg,N/A,NO,.,vial/ ampoule,UNKNOWN,,7,65,.,.,32,ARTESUNATE,ARTECURE | POWDER INJ. | ARTESUNATE | 60mg | UNIPEX PHARMA PVT LDT,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-0311,NAFDAC,SUSPENSION,ARTECXIN,ECOMED PHARMA LTD,NIGERIA,2,DIHYDROARTEMISININ,PIPERAQUINE,.,0,640,.,80,.,.,.,640/80mg,N/A,YES,PIPERAQUINE PHOSPHATE,,,,5,71,77,.,55,DHA-PPQ,ARTECXIN | SUSPENSION | DIHYDROARTEMISININ PIPERAQUINE | 640/80mg | ECOMED PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
262,CMR,LIQUID INJ.,ARTEDIS,HELVEDIS / ACIES,SWITZERLAND; INDIA,1,ARTESUNATE,.,.,1,120,1,.,.,.,.,120mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule, ,,6,65,.,.,32,ARTESUNATE,ARTEDIS | LIQUID INJ. | ARTESUNATE | 120mg/ 1ml | HELVEDIS / ACIES,999*,0,.,.,.,.,.,.,.,.,.,12342302,,,,.,.,4
20,"CMR24, BEN AWL DATA",SUSPENSION - POWDER,ARTEFAN,AJANTA PHARMA LTD,INDIA; MAURITUIS,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,N/A,UNKNOWN,.,bottle,30ML ,,5,61,74,.,40,AL,ARTEFAN | SUSPENSION - POWDER | ARTEMETHER LUMEFANTRINE | 20/120mg | AJANTA PHARMA LTD,999*,0,.,.,.,.,.,.,645,BEN - SEARCH,.,14611814,,,,.,.,4
25,"CMR24, BEN AWL DATA",SUSPENSION - POWDER,ARTEFAN,AJANTA PHARMA LTD,INDIA; MAURITUIS,2,ARTEMETHER,LUMEFANTRINE,.,0,40,.,240,.,.,.,40/240mg,N/A,UNKNOWN,.,bottle,30ML ,,5,61,74,.,40,AL,ARTEFAN | SUSPENSION - POWDER | ARTEMETHER LUMEFANTRINE | 40/240mg | AJANTA PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,14611812,,,,.,.,4
28,"CMR24, BEN AWL DATA",SUSPENSION - POWDER,ARTEFAN,AJANTA PHARMA LTD,INDIA; MAURITUIS,2,ARTEMETHER,LUMEFANTRINE,.,0,60,.,360,.,.,.,60/360mg,N/A,UNKNOWN,.,bottle,30ML ,,5,61,74,.,40,AL,ARTEFAN | SUSPENSION - POWDER | ARTEMETHER LUMEFANTRINE | 60/360mg | AJANTA PHARMA LTD,999*,0,.,.,.,.,.,.,648,BEN - SEARCH,.,14611815,,,,.,.,4
30,"CMR24, BEN AWL DATA",SUSPENSION - POWDER,ARTEFAN,AJANTA PHARMA LTD,INDIA; MAURITUIS,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,N/A,UNKNOWN,.,bottle,30ML ,,5,61,74,.,40,AL,ARTEFAN | SUSPENSION - POWDER | ARTEMETHER LUMEFANTRINE | 80/480mg | AJANTA PHARMA LTD,999*,0,.,.,.,.,.,.,652,BEN - SEARCH,.,14611813,,,,.,.,4
31,"CMR24, BEN AWL DATA",SUSPENSION,ARTEFAN,AJANTA PHARMA LTD,INDIA; MAURITUIS,2,ARTEMETHER,LUMEFANTRINE,.,0,180,.,1080,.,.,.,180/1080mg,N/A,UNKNOWN,.,bottle,"30, 60",,5,61,74,.,40,AL,ARTEFAN | SUSPENSION | ARTEMETHER LUMEFANTRINE | 180/1080mg | AJANTA PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,14611807,,,,.,.,4
NGA-1210,NAFDAC,SUSPENSION,ARTEFAN,MINGSHEN PHARM FACTORY,CHINA,2,ARTEMETHER,LUMEFANTRINE,.,0,180,5,1080,5,.,.,180/5mg - 1080/5mg,N/A,UNKNOWN,.,,,,5,61,74,.,40,AL,ARTEFAN | SUSPENSION | ARTEMETHER LUMEFANTRINE | 180/5mg - 1080/5mg | MINGSHEN PHARM FACTORY,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-1051,NAFDAC,LIQUID INJ.,ARTEFAST,MAKCUR LABORATORIES LTD,INDIA,1,ARTEETHER,.,.,1,75,1,.,.,.,.,75mg/ 1ml,N/A,UNKNOWN,.,,,,6,63,.,.,63,ARTEETHER,ARTEFAST | LIQUID INJ. | ARTEETHER | 75mg/ 1ml | MAKCUR LABORATORIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
240326_003,CMR PRODCUT ADDED DURING DATA COLLECTION,SUSPENSION,ARTEFORT,DINAMICS PHARMA INC,CHINA; USA,2,ARTEMETHER,LUMEFANTRINE,.,0,60,5,360,5,.,.,60/5mg - 360/5mg,N/A,NO,.,individual package,30ML ,,5,61,74,.,40,AL,ARTEFORT | SUSPENSION | ARTEMETHER LUMEFANTRINE | 60/5mg - 360/5mg | DINAMICS PHARMA INC,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
240326_004,CMR PRODCUT ADDED DURING DATA COLLECTION,SUSPENSION,ARTEGAM,FARMA HUB,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,180,.,1080,.,.,.,180/1080mg,N/A,NO,.,individual package,100ML ,,5,61,74,.,40,AL,ARTEGAM | SUSPENSION | ARTEMETHER LUMEFANTRINE | 180/1080mg | FARMA HUB,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
206,CMR,POWDER INJ.,ARTEGEN,GENERIC HEALTHCARE PVT LTD,INDIA,1,ARTESUNATE,.,.,0,60,.,.,.,.,.,60mg,N/A,UNKNOWN,.,vial/ ampoule,FLACON DE POUDRE + 2 SOLVANTS ,,7,65,.,.,32,ARTESUNATE,ARTEGEN | POWDER INJ. | ARTESUNATE | 60mg | GENERIC HEALTHCARE PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,17901801,,,,.,.,4
NGA-0102,NAFDAC,LIQUID INJ.,ARTEJECT,ANHUI CHENGSHI PHARMA CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,ARTEJECT | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | ANHUI CHENGSHI PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
290,CMR24,LIQUID INJ.,ARTEJECT,INODLANDS PHARMA PVT LTD,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,,,,B/6,,6,61,.,.,31,ARTEMETHER,ARTEJECT | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | INODLANDS PHARMA PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,,23190122,"LABORATE PHARMACEUTICALS INDIA LIMITED , E-11. INDUSTRIAL AREA, PANIPAT, HARYANA",121,.,.,5
NGA-0257,NAFDAC,LIQUID INJ.,ARTELIFE,CIRON DRUGS AND PHARM PVT LTD,INDIA,1,ARTEETHER,.,.,1,150,2,.,.,.,.,150mg/ 2ml,N/A,UNKNOWN,.,,,B4-4774,6,63,.,.,63,ARTEETHER,ARTELIFE | LIQUID INJ. | ARTEETHER | 150mg/ 2ml | CIRON DRUGS AND PHARM PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
240326_003b,CMR PRODCUT ADDED DURING DATA COLLECTION,SUSPENSION,ARTELUM-3N,HUAZHONG PHARMA CO LTD,CHINA,2,ARTEMETHER,LUMEFANTRINE,.,0,40,5,240,5,.,.,40/5mg - 240/5mg,N/A,N/A,N/A,,UNKNOWN,,5,61,74,.,40,AL,ARTELUM-3N | SUSPENSION | ARTEMETHER LUMEFANTRINE | 40/5mg - 240/5mg | HUAZHONG PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
318,BEN AWL DATA,LIQUID INJ.,ARTEM,KPC; BEIJING HOLLEY-COTEC,CHINA,1,ARTEMETHER,.,.,1,40,1,.,.,.,.,40mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,1 ML × 6 AMPOULES PER PAPER BOX/0.5 ML × 6 AMPOULES PER PAPER BOX,,6,61,.,.,31,ARTEMETHER,ARTEM | LIQUID INJ. | ARTEMETHER | 40mg/ 1ml | KPC; BEIJING HOLLEY-COTEC,999*,0,.,.,.,.,.,.,709,BEN - MANUAL,.,,,,,.,.,5
321,CMR24,LIQUID INJ.,ARTEM,KUMING PHARM CORP,CHINA,1,ARTEMETHER,.,.,1,40,1,.,.,.,.,40mg/ 1ml,N/A,,,,B/6,,6,61,.,.,31,ARTEMETHER,ARTEM | LIQUID INJ. | ARTEMETHER | 40mg/ 1ml | KUMING PHARM CORP,999*,0,.,.,.,.,.,.,.,.,.,,5271403,"KUNMING PHARMACEUTICAL CORP. , QIGONGLI WEST SUBURD, KUNMING, 65400, PR, CHINA",124,.,.,5
319,"CMR, BEN AWL DATA",LIQUID INJ.,ARTEM,KPC; BEIJING HOLLEY-COTEC,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,1 ML × 6 AMPOULES PER PAPER BOX/0.5 ML × 6 AMPOULES PER PAPER BOX,,6,61,.,.,31,ARTEMETHER,ARTEM | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | KPC; BEIJING HOLLEY-COTEC,999*,0,.,.,.,.,.,.,79,BEN - SEARCH,ARTEM,1331602,,,,.,.,4
322,CMR24,LIQUID INJ.,ARTEM,KUNMING PHARMA CORP,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,,,,B/6,,6,61,.,.,31,ARTEMETHER,ARTEM | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | KUNMING PHARMA CORP,999*,0,.,.,.,.,.,.,.,.,.,,5271402 ; 5271303,"KUNMING PHARMACEUTICAL CORP. , QIGONGLI WEST SUBURD, KUNMING, 65400, PR, CHINA",123,.,.,5
AwL_NGA_200,NGA-24-AwL,POWDER INJ.,ARTEMAC,SAFE PHARM PVT LTD,PAKISTAN,1,ARTESUNATE,.,.,0,120,.,.,.,.,.,120MG,N/A,NO,N/A,VIAL,1,B4-6211,7,65,.,.,32,ARTESUNATE,ARTEMAC | POWDER INJ. | ARTESUNATE | 120MG | SAFE PHARM PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
512,CMR24,LIQUID INJ.,ARTEME,SOCIETE PHARMACEUTIQUE DU CAMEROUN(SPC),CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,,,,B/6,,6,61,.,.,31,ARTEMETHER,ARTEME | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | SOCIETE PHARMACEUTIQUE DU CAMEROUN(SPC),999*,0,.,.,.,.,.,.,.,.,.,,9851605,"JIANGSU PENGYAO PHARMACETICALS INC , NO.10 CHAQUAN ROAD, YIXING,JIANGSU, CHINA EXCLUSIVELY FOR ADVACARE PHARMA USA",125,.,.,5
NGA-0168,NAFDAC,SUSPENSION,ARTEMEF ORAL,BHARAT PARENTERALS LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,180,.,1080,.,.,.,180/1080mg,N/A,UNKNOWN,.,,,,5,61,74,.,40,AL,ARTEMEF ORAL | SUSPENSION | ARTEMETHER LUMEFANTRINE | 180/1080mg | BHARAT PARENTERALS LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
240403_004,CMR PRODCUT ADDED DURING DATA COLLECTION,LIQUID INJ.,ARTEME-INJ 80,PROST PHARMA CO LTD,FRANCE,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,NO,.,vial/ ampoule,6,,6,61,.,.,31,ARTEMETHER,ARTEME-INJ 80 | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | PROST PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AwL_NGA_50,NGA-24-AwL,SUSPENSION,ARTEMELUM,JUHEL NIG LTD,Nigeria,2,ARTEMETHER,LUMEFANTRINE,.,1,180,60,1080,60,.,.,180MG/60ML + 1080MG/60ML,UNKNOWN,no,.,bottle,60 ML,A4-4044,5,61,74,.,40,AL,ARTEMELUM | SUSPENSION | ARTEMETHER LUMEFANTRINE | 180MG/60ML + 1080MG/60ML | JUHEL NIG LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-0759,NAFDAC,LIQUID INJ.,ARTEMETHER,JIANGSU RUINIAN QIANJIN PHARMA CO LTD,CHINA,1,ARTEMETHER,.,.,1,40,1,.,.,.,.,40mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,ARTEMETHER | LIQUID INJ. | ARTEMETHER | 40mg/ 1ml | JIANGSU RUINIAN QIANJIN PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-1018,NAFDAC,LIQUID INJ.,ARTEMETHER,MAAN PHARMA LTD,INDIA,1,ARTEMETHER,.,.,1,40,1,.,.,.,.,40mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,ARTEMETHER | LIQUID INJ. | ARTEMETHER | 40mg/ 1ml | MAAN PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
17,BEN AWL DATA,LIQUID INJ.,ARTEMETHER,AFIRST LIFE SCIENCE PVT LTD,TOGO,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,1,,6,61,.,.,31,ARTEMETHER,ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | AFIRST LIFE SCIENCE PVT LTD,999*,0,.,.,.,.,.,.,81,BEN - SEARCH,ARTEMETHER - AFIRST LIFE SCIENCE,,,,,.,.,5
NGA-0239,NAFDAC,LIQUID INJ.,ARTEMETHER,CIRON DRUGS & PHARMA PVT LTD,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,C4-1218,6,61,.,.,31,ARTEMETHER,ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | CIRON DRUGS & PHARMA PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-0429,NAFDAC,LIQUID INJ.,ARTEMETHER,FREDUN PHARMA LTD,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,C4-1218,6,61,.,.,31,ARTEMETHER,ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | FREDUN PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-1019,NAFDAC,LIQUID INJ.,ARTEMETHER,MAAN PHARMA LTD,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | MAAN PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-1033,NAFDAC,LIQUID INJ.,ARTEMETHER,MACKUR LABORATORIES LTD,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | MACKUR LABORATORIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-0985,NAFDAC,LIQUID INJ.,ARTEMETHER,MACLEODS PHARMA LTD,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | MACLEODS PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
NGA-1481,NAFDAC,LIQUID INJ.,ARTEMETHER,SHANDONG YIKANG PHARMA CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,999*,,6,61,.,.,31,ARTEMETHER,ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | SHANDONG YIKANG PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
527,CMR24,LIQUID INJ.,ARTEMETHER,STRIDES PHARMA,INDIA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,,,vial/ ampoule,B/8,,6,61,.,.,31,ARTEMETHER,ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | STRIDES PHARMA,999*,0,.,.,.,.,.,.,.,.,.,,4941408,"AGILA SPECIALTIES PVT LIMITED , STERILE PRODUCT DIVISION OPP, IIM BILEKAHALLI, BANNERGHATTA ROAD, BANGALORE-560 076 TEL : 91-80-66580738/739 FAX : 91-80-66580200",20,.,.,4
AwL_NGA_35,NGA-24-AwL,LIQUID INJ.,ARTEMETHER,SHANXI ZHONGBAO SHUGUANG PHARMA CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80MG/1ML,no,no,.,ampoule,6,CF-0218,6,61,.,.,31,ARTEMETHER,ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80MG/1ML | SHANXI ZHONGBAO SHUGUANG PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_355,NGA-24-AwL,LIQUID INJ.,ARTEMETHER,SHANDONG XIER PHARMACEUTICAL CO LTD,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80MG/1ML,N/A,NO,N/A,ampoule,6,999*,6,61,.,.,40,ARTEMETHER,ARTEMETHER | LIQUID INJ. | ARTEMETHER | 80MG/1ML | SHANDONG XIER PHARMACEUTICAL CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
417,BEN AWL DATA,LIQUID INJ.,ARTEMETHER - NORTH CHINA,NORTH CHINA PHARMA GROUP CORPORATION,CHINA,1,ARTEMETHER,.,.,1,80,1,.,.,.,.,80mg/ 1ml,N/A,UNKNOWN,.,vial/ ampoule,1,,6,61,.,.,31,ARTEMETHER,ARTEMETHER - NORTH CHINA | LIQUID INJ. | ARTEMETHER | 80mg/ 1ml | NORTH CHINA PHARMA GROUP CORPORATION,999*,0,.,.,.,.,.,.,82,BEN - SEARCH,ARTEMETHER - NORTH CHINA,,,,,.,.,5
240404_009,CMR PRODCUT ADDED DURING DATA COLLECTION,SUSPENSION,ARTEMETHER & LUMEFANTRINE POUR SUSPENSION ORALE,NORONIC PHARMA PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,180,.,1080,.,.,.,180/1080mg,N/A,NO,.,bottle,60ML,,5,61,74,.,40,AL,ARTEMETHER & LUMEFANTRINE POUR SUSPENSION ORALE | SUSPENSION | ARTEMETHER LUMEFANTRINE | 180/1080mg | NORONIC PHARMA PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
240329_016,CMR PRODCUT ADDED DURING DATA COLLECTION,SUSPENSION,ARTEMETHER + LUMEFANTRIN SUSPENSION ORALE,MEGA HEALTH GROUP HOLDING LTD,UNITED KINGDOM,2,ARTEMETHER,LUMEFANTRINE,.,0,180,.,1080,.,.,.,180/1080mg,N/A,NO,.,bottle,60,,5,61,74,.,40,AL,ARTEMETHER + LUMEFANTRIN SUSPENSION ORALE | SUSPENSION | ARTEMETHER LUMEFANTRINE | 180/1080mg | MEGA HEALTH GROUP HOLDING LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
